"collected_date","plot","row","column","position","transect","point","year","treatment","hitnumber","species_code"
"2021-03-23","A_1_L","A",1,"L","1","1.8","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","1.9","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","1","1.9","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","1","2","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2.1","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","1","2.1","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2.2","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","1","2.2","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2.3","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","1","2.3","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2.4","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","1","2.4","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2.5","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","1","2.5","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2.6","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","1","2.6","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2.7","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","1","2.7","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2.8","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","1","2.8","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","1","2.9","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","1","2.9","2021","unraked","hitnumber_2","BG"
"2021-03-23","A_1_L","A",1,"L","2","0","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","0","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.1","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","0.1","2021","unraked","hitnumber_2","HORMUR"
"2021-03-23","A_1_L","A",1,"L","2","0.1","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.2","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","0.2","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.3","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","0.3","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","0.3","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.3","2021","unraked","hitnumber_4","BG"
"2021-03-23","A_1_L","A",1,"L","2","0.4","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","0.4","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.4","2021","unraked","hitnumber_3","BG"
"2021-03-23","A_1_L","A",1,"L","2","0.5","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","0.5","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","0.5","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.5","2021","unraked","hitnumber_4","BG"
"2021-03-23","A_1_L","A",1,"L","2","0.6","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","0.6","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.7","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","0.7","2021","unraked","hitnumber_2","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","0.7","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.8","2021","unraked","hitnumber_1","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.8","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","0.9","2021","unraked","hitnumber_1","LIT"
"2021-03-23","A_1_L","A",1,"L","2","0.9","2021","unraked","hitnumber_2","HORMUR"
"2021-03-23","A_1_L","A",1,"L","2","1","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","1.1","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","1.1","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1.1","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","1.2","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1.2","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","1.3","2021","unraked","hitnumber_1","BRATOR"
"2021-03-23","A_1_L","A",1,"L","2","1.3","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1.3","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","1.4","2021","unraked","hitnumber_1","BRATOR"
"2021-03-23","A_1_L","A",1,"L","2","1.4","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1.4","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","1.4","2021","unraked","hitnumber_4","BG"
"2021-03-23","A_1_L","A",1,"L","2","1.5","2021","unraked","hitnumber_1","AMSMEN"
"2021-03-23","A_1_L","A",1,"L","2","1.5","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1.5","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","1.6","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1.6","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","1.7","2021","unraked","hitnumber_1","AMSMEN"
"2021-03-23","A_1_L","A",1,"L","2","1.7","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1.7","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","1.8","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1.8","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","1.9","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","1.9","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2","2021","unraked","hitnumber_1","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","2.1","2021","unraked","hitnumber_1","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2.1","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","2.2","2021","unraked","hitnumber_1","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2.2","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","2.3","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","2.3","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2.4","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","2.4","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2.4","2021","unraked","hitnumber_3","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","2.5","2021","unraked","hitnumber_1","HORMUR"
"2021-03-23","A_1_L","A",1,"L","2","2.5","2021","unraked","hitnumber_2","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","2.5","2021","unraked","hitnumber_3","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","2.5","2021","unraked","hitnumber_4","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2.6","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","2.6","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2.7","2021","unraked","hitnumber_1","HORMUR"
"2021-03-23","A_1_L","A",1,"L","2","2.7","2021","unraked","hitnumber_2","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","2.7","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2.8","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","2","2.8","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","2","2.9","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","2","2.9","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","0","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","0","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0.1","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","0.1","2021","unraked","hitnumber_2","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","0.1","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0.2","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","0.2","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0.3","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","0.3","2021","unraked","hitnumber_2","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","0.3","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0.4","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","0.4","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","0.4","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0.5","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","0.5","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0.6","2021","unraked","hitnumber_1","HORMUR"
"2021-03-23","A_1_L","A",1,"L","3","0.6","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","0.6","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0.7","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","0.7","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0.8","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","0.8","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","0.9","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","0.9","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","1","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","1","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","1","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","1.1","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","1.1","2021","unraked","hitnumber_2","HORMUR"
"2021-03-23","A_1_L","A",1,"L","3","1.1","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","1.2","2021","unraked","hitnumber_1","AMSMEN"
"2021-03-23","A_1_L","A",1,"L","3","1.2","2021","unraked","hitnumber_2","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","1.2","2021","unraked","hitnumber_3","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","1.2","2021","unraked","hitnumber_4","EROMOS"
"2021-03-23","A_1_L","A",1,"L","3","1.2","2021","unraked","hitnumber_5","LIT"
"2021-03-23","A_1_L","A",1,"L","3","1.3","2021","unraked","hitnumber_1","EROMOS"
"2021-03-23","A_1_L","A",1,"L","3","1.3","2021","unraked","hitnumber_2","BG"
"2021-03-23","A_1_L","A",1,"L","3","1.4","2021","unraked","hitnumber_1","AMSMEN"
"2021-03-23","A_1_L","A",1,"L","3","1.4","2021","unraked","hitnumber_2","BG"
"2021-03-23","A_1_L","A",1,"L","3","1.5","2021","unraked","hitnumber_1","AMSMEN"
"2021-03-23","A_1_L","A",1,"L","3","1.5","2021","unraked","hitnumber_2","HORMUR"
"2021-03-23","A_1_L","A",1,"L","3","1.5","2021","unraked","hitnumber_3","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","1.5","2021","unraked","hitnumber_4","BG"
"2021-03-23","A_1_L","A",1,"L","3","1.6","2021","unraked","hitnumber_1","AMSMEN"
"2021-03-23","A_1_L","A",1,"L","3","1.6","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","1.6","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","1.6","2021","unraked","hitnumber_4","BG"
"2021-03-23","A_1_L","A",1,"L","3","1.7","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","1.7","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","1.8","2021","unraked","hitnumber_1","BRATOR"
"2021-03-23","A_1_L","A",1,"L","3","1.8","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","1.8","2021","unraked","hitnumber_3","BG"
"2021-03-23","A_1_L","A",1,"L","3","1.9","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","1.9","2021","unraked","hitnumber_2","EROMOS"
"2021-03-23","A_1_L","A",1,"L","3","1.9","2021","unraked","hitnumber_3","BG"
"2021-03-23","A_1_L","A",1,"L","3","2","2021","unraked","hitnumber_1","BRATOR"
"2021-03-23","A_1_L","A",1,"L","3","2","2021","unraked","hitnumber_2","AMSMEN"
"2021-03-23","A_1_L","A",1,"L","3","2","2021","unraked","hitnumber_3","EROMOS"
"2021-03-23","A_1_L","A",1,"L","3","2","2021","unraked","hitnumber_4","LIT"
"2021-03-23","A_1_L","A",1,"L","3","2","2021","unraked","hitnumber_5","BG"
"2021-03-23","A_1_L","A",1,"L","3","2.1","2021","unraked","hitnumber_1","BRATOR"
"2021-03-23","A_1_L","A",1,"L","3","2.1","2021","unraked","hitnumber_2","HORMUR"
"2021-03-23","A_1_L","A",1,"L","3","2.1","2021","unraked","hitnumber_3","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","2.1","2021","unraked","hitnumber_4","LIT"
"2021-03-23","A_1_L","A",1,"L","3","2.2","2021","unraked","hitnumber_1","BRATOR"
"2021-03-23","A_1_L","A",1,"L","3","2.2","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","2.2","2021","unraked","hitnumber_3","BG"
"2021-03-23","A_1_L","A",1,"L","3","2.3","2021","unraked","hitnumber_1","HORMUR"
"2021-03-23","A_1_L","A",1,"L","3","2.3","2021","unraked","hitnumber_2","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","2.3","2021","unraked","hitnumber_3","EROMOS"
"2021-03-23","A_1_L","A",1,"L","3","2.3","2021","unraked","hitnumber_4","LIT"
"2021-03-23","A_1_L","A",1,"L","3","2.3","2021","unraked","hitnumber_5","BG"
"2021-03-23","A_1_L","A",1,"L","3","2.4","2021","unraked","hitnumber_1","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","2.4","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","2.4","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","2.4","2021","unraked","hitnumber_4","BG"
"2021-03-23","A_1_L","A",1,"L","3","2.5","2021","unraked","hitnumber_1","BRATOR"
"2021-03-23","A_1_L","A",1,"L","3","2.5","2021","unraked","hitnumber_2","BRODIA"
"2021-03-23","A_1_L","A",1,"L","3","2.5","2021","unraked","hitnumber_3","LIT"
"2021-03-23","A_1_L","A",1,"L","3","2.5","2021","unraked","hitnumber_4","BG"
"2021-03-23","A_1_L","A",1,"L","3","2.6","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","2.6","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","2.7","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","2.7","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","2.8","2021","unraked","hitnumber_1","BROMAD"
"2021-03-23","A_1_L","A",1,"L","3","2.8","2021","unraked","hitnumber_2","LIT"
"2021-03-23","A_1_L","A",1,"L","3","2.9","2021","unraked","hitnumber_1","LIT"
"2021-03-23","A_1_L","A",1,"L","3","2.9","2021","unraked","hitnumber_2","BROMAD"
"2021-03-23","A_1_L","A",1,"L","P","P","2021","unraked","hitnumber_1","CRYINT"
"2021-03-17","A_1_U","A",1,"U","1","0","2021","raked","hitnumber_1","BRODIA"
"2021-03-17","A_1_U","A",1,"U","1","0","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","0.1","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","0.2","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","0.2","2021","raked","hitnumber_2","HORMUR"
"2021-03-17","A_1_U","A",1,"U","1","0.2","2021","raked","hitnumber_3","LIT"
"2021-03-17","A_1_U","A",1,"U","1","0.3","2021","raked","hitnumber_1","HORMUR"
"2021-03-17","A_1_U","A",1,"U","1","0.3","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","0.4","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","0.4","2021","raked","hitnumber_2","BRODIA"
"2021-03-17","A_1_U","A",1,"U","1","0.4","2021","raked","hitnumber_3","LIT"
"2021-03-17","A_1_U","A",1,"U","1","0.5","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","0.5","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","0.6","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","0.6","2021","raked","hitnumber_2","AMSMEN"
"2021-03-17","A_1_U","A",1,"U","1","0.6","2021","raked","hitnumber_3","LIT"
"2021-03-17","A_1_U","A",1,"U","1","0.7","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","0.7","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","0.8","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","0.8","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","0.9","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","0.9","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","1","2021","raked","hitnumber_1","HORMUR"
"2021-03-17","A_1_U","A",1,"U","1","1","2021","raked","hitnumber_2","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","1","2021","raked","hitnumber_3","LIT"
"2021-03-17","A_1_U","A",1,"U","1","1.1","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","1.1","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","1.2","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","1.2","2021","raked","hitnumber_2","HORMUR"
"2021-03-17","A_1_U","A",1,"U","1","1.2","2021","raked","hitnumber_3","LIT"
"2021-03-17","A_1_U","A",1,"U","1","1.3","2021","raked","hitnumber_1","HORMUR"
"2021-03-17","A_1_U","A",1,"U","1","1.3","2021","raked","hitnumber_2","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","1.3","2021","raked","hitnumber_3","BG"
"2021-03-17","A_1_U","A",1,"U","1","1.4","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","1.4","2021","raked","hitnumber_2","BRATOR"
"2021-03-17","A_1_U","A",1,"U","1","1.4","2021","raked","hitnumber_3","BG"
"2021-03-17","A_1_U","A",1,"U","1","1.5","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","1.5","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","1.5","2021","raked","hitnumber_3","BG"
"2021-03-17","A_1_U","A",1,"U","1","1.6","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","1.6","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","1.7","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","1.7","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","1.8","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","1.8","2021","raked","hitnumber_2","BRATOR"
"2021-03-17","A_1_U","A",1,"U","1","1.8","2021","raked","hitnumber_3","LIT"
"2021-03-17","A_1_U","A",1,"U","1","1.8","2021","raked","hitnumber_4","BG"
"2021-03-17","A_1_U","A",1,"U","1","1.9","2021","raked","hitnumber_1","HORMUR"
"2021-03-17","A_1_U","A",1,"U","1","1.9","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","2","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","2","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","2.1","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","2.1","2021","raked","hitnumber_2","LIT"
"2021-03-17","A_1_U","A",1,"U","1","2.2","2021","raked","hitnumber_1","BROMAD"
"2021-03-17","A_1_U","A",1,"U","1","2.2","2021","raked","hitnumber_2","LIT"
